Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2009-01-02,68.76058959960938,69.11563815982454,66.460186439874,66.89660017756962,227566300
2009-01-05,68.67919921875,69.27834309153718,67.96910800220904,68.51646892350665,240349700
2009-01-06,69.1378173828125,69.8626998559233,68.55347012362057,69.26356149543106,328260900
2009-01-07,67.06668090820312,68.24277323058296,66.719030940938,68.05045514678275,280899200
2009-01-08,67.34037780761719,67.37735837216836,66.32701553142489,66.6894623098261,263834400
2009-01-09,65.89801788330078,67.54750499897743,63.13901759974746,67.42915926030312,330953600
2009-01-12,64.31509399414062,65.76486996258087,63.91567225552331,65.71308700921186,277858500
2009-01-13,64.4334716796875,65.00302232309065,63.76036073054157,64.1523955449738,356432300
2009-01-14,62.40673828125,63.42749358075587,61.511727095674374,63.272161620611804,435491600
2009-01-15,62.428932189941406,63.05765844756106,60.44659149923015,62.221822895036574,532647300
2009-01-16,62.91709899902344,63.605000750132234,61.43034815251682,63.50884450398062,399237200
2009-01-20,59.59597396850586,62.91713316946643,59.21134313170214,62.30320350552817,419855200
2009-01-21,62.170047760009766,62.31058299032557,59.521994497233145,60.609323977068,364360700
2009-01-22,61.20845413208008,62.16264098245345,60.039759635346385,60.9643586403627,427940300
2009-01-23,61.474761962890625,62.12567787294453,59.595975408675166,59.84007099118534,386800600
2009-01-26,61.89634704589844,63.139008154253425,61.25282420009372,61.829772992668595,317978800
2009-01-27,62.52507400512695,62.983677083007485,61.61527186386387,62.229201233697694,273789700
2009-01-28,64.64057159423828,65.0547901836844,63.66419517389738,63.908290689808865,330007000
2009-01-29,62.539894104003906,64.71454765306385,62.48071839895722,63.69379213588493,294392500
2009-01-30,61.26762390136719,63.16859904622206,60.80902080761281,62.85793516495487,383383600
2009-02-02,61.082698822021484,61.52650513439467,60.14330324491653,60.335621382822836,288233300
2009-02-03,61.940731048583984,62.39933415767286,60.81642121260701,61.46733683940377,278385800
2009-02-04,61.63746643066406,63.1464126107478,61.42295879472379,62.35495612663225,322989300
2009-02-05,62.55467224121094,63.08724218961916,57.495269017942185,61.17147004983429,417679400
2009-02-06,64.3373031616211,64.6035824977674,62.63603864216186,62.76918113188741,366101700
2009-02-09,64.42605590820312,64.89945013531046,63.849107046622585,64.32250127372991,240075200
2009-02-10,61.474761962890625,64.3743041667306,60.98657079787027,63.81214618245744,536212800
2009-02-11,61.837181091308594,62.17004012321221,60.94956829284138,61.726228080674055,324442500
2009-02-12,61.881568908691406,61.99991465445002,59.95100561020631,60.77944276043114,469302200
2009-02-13,61.215843200683594,62.31056509599697,61.20104645860163,61.80019036024157,293998400
2009-02-17,58.59737777709961,61.36377596356638,58.56039156567937,59.29267792001456,478910100
2009-02-18,58.45680236816406,59.12991264340006,57.90204338482458,59.018959718072125,362964800
2009-02-19,57.828121185302734,59.28529014003952,57.70976980225802,59.055985746216535,316867500
2009-02-20,57.26593017578125,57.94643330353516,56.04545905196746,56.75555565161646,477176600
2009-02-23,55.217044830322266,57.8946795066189,55.172660247770686,57.8946795066189,379641400
2009-02-24,57.31034469604492,57.65798916630574,55.25403185871383,55.690445504456406,426260900
2009-02-25,56.8591423034668,58.00564168086918,55.94193602957954,57.05885320500249,461985800
2009-02-26,55.93452453613281,58.930220914015365,55.86795049575183,57.56181597770092,363353900
2009-02-27,54.68447494506836,55.98631171396695,54.59571142333542,54.74365062622365,470510900
2009-03-02,52.221351623535156,54.67708639974761,52.05122856377149,53.64153436665221,426452600
2009-03-03,51.829315185546875,53.03499010729539,51.51125294144952,52.968421695958256,443761000
2009-03-04,53.057186126708984,53.90041987786237,51.82931607025175,52.687346564157366,462753100
2009-03-05,50.88992691040039,53.0571870087128,50.423925442124236,51.851506403037234,485549400
2009-03-06,50.97868347167969,52.11039161959105,49.632467702295,51.333731931467476,490470000
2009-03-09,50.37955093383789,51.77754417510127,50.09847486847695,50.26119955265152,379905300
2009-03-10,53.382633209228516,53.53057239835187,51.31153535122892,51.415089961963744,406227900
2009-03-11,53.73029708862305,54.55134145899568,53.13115873743931,53.996582054327924,356648300
2009-03-12,55.84577941894531,56.030699218345795,53.23471275433923,53.715505361441366,409702700
2009-03-13,56.28218078613281,56.94050038604794,55.27622238810383,56.22301074622788,337474700
2009-03-16,56.11205291748047,57.67277615701873,56.07506670783513,56.92569873994844,360644900
2009-03-17,57.828121185302734,57.96126366957575,55.80879444771269,56.2673975920541,356814300
2009-03-18,59.12253952026367,59.84002901465582,57.00705724242188,57.554418092898345,473273200
2009-03-19,58.39028549194336,59.91402303740742,58.20536566775383,59.86224571236656,428520400
2009-03-20,57.146907806396484,58.785852667201524,57.012812369455126,58.67410552246775,371078200
2009-03-23,61.25171661376953,61.30386452676839,58.33886776051484,58.65920656427819,419933300
2009-03-24,60.04485321044922,61.35600794891943,59.97780833451345,60.52163571831187,330271000
2009-03-25,60.678043365478516,61.60925953550546,58.8975585030824,60.514154093855424,441775100
2009-03-26,61.91474914550781,62.05629593181883,60.58124587464752,61.27407146936942,422025200
2009-03-27,60.79726028442383,61.48263423026677,60.57376606205609,61.1250502949114,322332300
2009-03-30,58.69647216796875,59.50104504119185,58.078142699638164,59.448897115169856,324108500
2009-03-31,59.24027633666992,60.40243858923992,58.8901436480261,59.27007595173022,364238300
2009-04-01,60.38752746582031,60.655718280032985,58.353753755684544,58.50274612638287,377018300
2009-04-02,62.15311813354492,63.03218679106546,60.43967739447604,61.892378634215696,476230700
2009-04-03,62.77146911621094,62.786366085482804,61.58695828786173,62.19783633455036,284646300
2009-04-06,62.279781341552734,62.786363531642685,61.3038679085825,62.08608664671632,264866600
2009-04-07,60.827083587646484,61.5720570408113,60.72278775889912,61.274066522806095,258947800
2009-04-08,61.48265838623047,61.78810023122536,60.74513625656204,61.132519952678834,230402800
2009-04-09,63.92618942260742,63.93364075081499,62.82363156320754,63.07691988528386,269653500
2009-04-13,63.941078186035156,64.47000869988554,63.00986129185556,63.263149558897915,224847500
2009-04-14,62.83852005004883,63.88893552123922,62.6373796851918,63.345102309489384,276598800
2009-04-15,63.50896072387695,63.63560479466498,62.28720521860581,62.45854585939101,250726100
2009-04-16,64.440185546875,64.92441929176967,63.15137933511179,64.0155510255324,335202900
2009-04-17,64.87228393554688,65.29691853899523,64.17200713264417,64.68604058870645,262649000
2009-04-20,62.15311813354492,64.84992332986603,62.0860675858918,63.72501213710873,293690100
2009-04-21,63.36743927001953,63.419587183704074,61.64655243473306,61.69870034841761,114090900
2009-04-22,62.98004913330078,64.32099778379144,62.629910741391235,62.79380579153577,340395200
2009-04-23,63.59839630126953,63.63564156989331,62.30213818529958,63.106711012378035,324903700
2009-04-24,64.55938720703125,65.04361529233064,63.83676221565882,64.09005040281882,287703000
2009-04-27,63.948524475097656,64.82014781646673,63.725035828454416,63.82933166696064,289581600
2009-04-28,63.74738311767578,64.50725359817352,63.1439563924659,63.30040014775377,247926300
2009-04-29,65.10321044921875,65.82583539541957,64.29119235252362,64.45508168966143,311505700
2009-04-30,65.12557983398438,66.31753625749346,64.75309309640676,65.9674034984756,301419800
2009-05-01,65.4757308959961,65.71412222664365,64.60411312616262,65.14049504104403,236110300
2009-05-04,67.70321655273438,67.74791884542184,65.8407820622286,65.96743192719424,287120000
2009-05-05,67.4722671508789,67.74045813506754,66.92843385413576,67.4722671508789,243036300
2009-05-06,68.64186096191406,68.68655755516701,67.50205236438771,68.29917381834841,291941000
2009-05-07,67.68828582763672,69.3942756523617,67.25619987719365,69.28997982759215,317728000
2009-05-08,69.26763153076172,69.44642356125823,68.12037177465815,68.55990336706543,299081700
2009-05-11,67.97137451171875,68.61950344528631,67.82238209843014,68.31406160923954,247923600
2009-05-12,67.77022552490234,68.410903050823,66.93585333950217,68.26190497287894,282431300
2009-05-13,66.0642318725586,67.05504771666494,65.93013645242618,66.85390174461875,269619100
2009-05-14,66.63040924072266,67.13699127762904,65.9301325675505,66.09402759179886,260098700
2009-05-15,66.08659362792969,67.04761005408174,65.66941031748712,66.57827882983386,271502700
2009-05-18,67.96392059326172,68.04586243200453,65.98228877240037,66.7123651494797,241447400
2009-05-19,67.88201141357422,68.51523797615762,67.65106568184709,67.92670802062518,206102200
2009-05-20,67.42752838134766,69.13351775357886,67.35303219537097,68.5002859635403,285722200
2009-05-21,66.45907592773438,66.8986131865829,65.75135347551733,66.6453192766016,258988400
2009-05-22,66.31753540039062,67.04761189743357,66.06424715028574,66.64532554400539,166811900
2009-05-26,68.01609802246094,68.20978708348133,65.79607399554438,65.82587362424705,236318500
2009-05-27,66.80176544189453,68.351311525023,66.69746961742398,68.12037158279479,246015800
2009-05-28,67.73299407958984,68.04588160778525,66.3771424403793,67.39030692722862,289095000
2009-05-29,68.9323959350586,69.804013551929,67.55419611900173,68.10547490868514,258641500
2009-06-01,70.60108947753906,70.89907981752073,69.60282837484742,69.78162030535923,276246800
2009-06-02,70.66069793701172,71.04808713483382,70.19881824905409,70.3254623129332,230874500
2009-06-03,69.76673126220703,70.12431516380443,69.10370566445546,70.05727031364002,235310500
2009-06-04,70.42229461669922,70.52659037879903,69.5059810377234,70.02745984822242,210102300
2009-06-05,70.4372329711914,71.27159949101846,69.8785029550805,71.13750405980402,284257900
2009-06-08,70.14665222167969,70.84692289504312,69.31228051292591,69.90825543315665,238565100
2009-06-09,70.50428009033203,70.87676677960204,70.04239454950671,70.54153103273735,225125500
2009-06-10,70.32547760009766,71.13749573363022,69.42406062832046,71.1300500932144,296100400
2009-06-11,70.63837432861328,71.59939065268577,70.44467966204085,70.45958231222873,275414200
2009-06-12,70.83206176757812,70.87675834618955,70.02748925040157,70.32547970309976,184361800
2009-06-15,69.2080307006836,70.04239727960486,68.83554399689487,69.99770069393294,224190500
2009-06-16,68.26934814453125,69.49855514321614,68.22465156833374,69.45385856701864,227319000
2009-06-17,68.20231628417969,68.78339462031917,67.66593453275989,68.23956154354745,223445200
2009-06-18,68.70145416259766,69.03668994988617,67.97882898888601,68.30661913375228,211725100
2009-06-19,68.95467376708984,69.44913064095705,68.56509614205325,69.35923250887313,215655600
2009-06-22,66.8869400024414,68.31787976609178,66.86446546639289,68.28041839547582,251913600
2009-06-23,66.93936920166016,67.33643450182419,66.56477843308254,67.02927304380734,188309800
2009-06-24,67.51624298095703,68.23545657919685,67.12666537620113,67.54621092869222,211577700
2009-06-25,68.98464965820312,69.05207326502817,67.10420206300333,67.17911908696533,279411000
2009-06-26,68.80484008789062,69.10451389146694,68.37780677543016,68.75239760094995,167579000
2009-06-29,69.44912719726562,69.53903104069347,68.62502863781597,69.00711282763233,168481300
