Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2009-01-02,8.002779960632324,8.015232631254586,7.608767306383633,7.685976237082855,144275580
2009-01-05,8.170395851135254,8.249846161187739,7.845373581168546,7.994809413059207,195364440
2009-01-06,8.32008171081543,8.487947881556126,8.129052814159861,8.29318318383512,256750992
2009-01-07,8.019964218139648,8.241627453946535,7.93877176019955,8.17712129019379,179600220
2009-01-08,8.099166870117188,8.099166870117188,7.903654693317738,7.927066571636893,143883972
2009-01-09,7.847118854522705,8.156699691796627,7.805525789992082,8.156699691796627,173446380
2009-01-12,7.787841796875,7.943753133257426,7.726573609931892,7.878001699898265,132039828
2009-01-13,7.828439235687256,7.984847929531742,7.730559049893418,7.764928709656266,177122700
2009-01-14,7.495944499969482,7.815487455803566,7.415746732369216,7.720845253573945,218497284
2009-01-15,7.446630001068115,7.560948275366734,7.142777704767951,7.411264224975054,237142620
2009-01-16,7.463566303253174,7.677259657397248,7.36469000056842,7.596813214154598,208767024
2009-01-20,7.0421576499938965,7.4593320903525955,7.0421576499938965,7.450366072406518,201726072
2009-01-21,7.548495769500732,7.55895572815638,7.181630788839781,7.181630788839781,196783020
2009-01-22,7.633673667907715,7.704655319233618,7.350991380618803,7.422969150752048,330349320
2009-01-23,8.08696174621582,8.267778890209478,7.576887732515982,7.702662553579352,428882688
2009-01-26,8.066289901733398,8.16915162339652,7.983851699795921,8.090697896587226,184243572
2009-01-27,8.255824089050293,8.315350136490528,8.076253149905455,8.130547556719842,196894908
2009-01-28,8.68395709991455,8.77511311579429,8.376119871498146,8.417712929961532,307348344
2009-01-29,8.550710678100586,8.593797677370649,8.470762065678448,8.58109538396966,291060648
2009-01-30,8.431411743164062,8.687196455763285,8.368399515399418,8.584833025794628,186693120
2009-02-02,8.482219696044922,8.592553022192938,8.26877502367646,8.325810536596359,208067724
2009-02-03,8.479230880737305,8.542741403245596,8.314353524780662,8.532031346516309,261997740
2009-02-04,8.542741775512695,8.827665933598375,8.447351650706564,8.469766460236938,272423304
2009-02-05,8.809734344482422,8.851076837843326,8.393305393437162,8.4906887100223,290285424
2009-02-06,9.247081756591797,9.310093984891498,8.852571239529825,8.87797488004921,281242476
2009-02-09,9.433627128601074,9.48916774917257,9.147956024825953,9.24708099347823,198892908
2009-02-10,8.929031372070312,9.40199554832997,8.913589871431014,9.364138292536802,283863852
2009-02-11,8.917326927185059,9.090672484138823,8.791800768760845,8.939991359273645,209054736
